"","CUSTID","DATE","HOUR","RHUM","TMP","KW"
"7565","A02SSH00302","3/12/2004 0:00:00",5,100,56,0.8025
"7566","A02SSH00302","3/12/2004 0:00:00",6,96,56,0.88
"7567","A02SSH00302","3/12/2004 0:00:00",7,96,56,0.65
"7568","A02SSH00302","3/12/2004 0:00:00",8,93,57,0.785
"7569","A02SSH00302","3/12/2004 0:00:00",9,90,57,0.675
"7570","A02SSH00302","3/12/2004 0:00:00",10,87,59,0.805
"7571","A02SSH00302","3/12/2004 0:00:00",11,75,64,0.965
"7572","A02SSH00302","3/12/2004 0:00:00",12,84,61,0.9625
"7573","A02SSH00302","3/12/2004 0:00:00",13,90,58,1.075
"7574","A02SSH00302","3/12/2004 0:00:00",14,84,60,1.1525
"7575","A02SSH00302","3/12/2004 0:00:00",15,81,60,0.8825
"7576","A02SSH00302","3/12/2004 0:00:00",16,84,59,1.06
"7577","A02SSH00302","3/12/2004 0:00:00",17,84,59,1.11
"7578","A02SSH00302","3/12/2004 0:00:00",18,87,58,1.3
"7579","A02SSH00302","3/12/2004 0:00:00",19,87,58,1.265
"7580","A02SSH00302","3/12/2004 0:00:00",20,87,57,0.9
"7581","A02SSH00302","3/12/2004 0:00:00",21,87,57,1.005
"7582","A02SSH00302","3/12/2004 0:00:00",22,87,56,0.9775
"7583","A02SSH00302","3/12/2004 0:00:00",23,83,57,1.445
"7584","A02SSH00302","3/12/2004 0:00:00",24,83,57,2.385
"7585","A02SSH00302","3/13/2004 0:00:00",1,83,57,1.0925
"7586","A02SSH00302","3/13/2004 0:00:00",2,83,57,1.205
"7587","A02SSH00302","3/13/2004 0:00:00",3,83,57,0.83
"7588","A02SSH00302","3/13/2004 0:00:00",4,83,57,0.91
"7589","A02SSH00302","3/13/2004 0:00:00",5,83,57,0.77
"7590","A02SSH00302","3/13/2004 0:00:00",6,84,58,0.8925
"7591","A02SSH00302","3/13/2004 0:00:00",7,84,58,0.82
"7592","A02SSH00302","3/13/2004 0:00:00",8,81,58,0.775
"7593","A02SSH00302","3/13/2004 0:00:00",9,81,58,0.74
"7594","A02SSH00302","3/13/2004 0:00:00",10,75,61,0.925
"7595","A02SSH00302","3/13/2004 0:00:00",11,75,62,1.085
"7596","A02SSH00302","3/13/2004 0:00:00",12,70,64,1.05
"7597","A02SSH00302","3/13/2004 0:00:00",13,66,67,1.2
"7598","A02SSH00302","3/13/2004 0:00:00",14,68,68,1.4175
"7599","A02SSH00302","3/13/2004 0:00:00",15,70,66,1.18
"7600","A02SSH00302","3/13/2004 0:00:00",16,78,63,1.1875
"7601","A02SSH00302","3/13/2004 0:00:00",17,84,61,1.18
"7602","A02SSH00302","3/13/2004 0:00:00",18,87,59,0.99
"7603","A02SSH00302","3/13/2004 0:00:00",19,90,58,1.13
"7604","A02SSH00302","3/13/2004 0:00:00",20,90,58,1.24
"7605","A02SSH00302","3/13/2004 0:00:00",21,96,57,0.9925
"7606","A02SSH00302","3/13/2004 0:00:00",22,90,57,2.19
"7607","A02SSH00302","3/13/2004 0:00:00",23,93,56,2.5825
"7608","A02SSH00302","3/13/2004 0:00:00",24,93,56,2.4225
"7609","A02SSH00302","3/14/2004 0:00:00",1,96,55,1.8
"7610","A02SSH00302","3/14/2004 0:00:00",2,96,55,2.485
"7611","A02SSH00302","3/14/2004 0:00:00",3,96,54,1.44
"7612","A02SSH00302","3/14/2004 0:00:00",4,100,55,1.0075
"7613","A02SSH00302","3/14/2004 0:00:00",5,100,55,0.8475
"7614","A02SSH00302","3/14/2004 0:00:00",6,100,55,0.885
"7615","A02SSH00302","3/14/2004 0:00:00",7,100,54,0.745
"7616","A02SSH00302","3/14/2004 0:00:00",8,100,54,0.58
"7617","A02SSH00302","3/14/2004 0:00:00",9,100,55,0.57
"7618","A02SSH00302","3/14/2004 0:00:00",10,87,61,0.415
"7619","A02SSH00302","3/14/2004 0:00:00",11,73,66,0.755
"7620","A02SSH00302","3/14/2004 0:00:00",12,73,67,0.59
"7621","A02SSH00302","3/14/2004 0:00:00",13,71,68,0.405
"7622","A02SSH00302","3/14/2004 0:00:00",14,75,65,0.73
"7623","A02SSH00302","3/14/2004 0:00:00",15,78,64,0.46
"7624","A02SSH00302","3/14/2004 0:00:00",16,75,65,0.5125
"7625","A02SSH00302","3/14/2004 0:00:00",17,81,63,0.975
"7626","A02SSH00302","3/14/2004 0:00:00",18,97,58,1.21
"7627","A02SSH00302","3/14/2004 0:00:00",19,100,56,2.005
"7628","A02SSH00302","3/14/2004 0:00:00",20,100,55,1.25
"7629","A02SSH00302","3/14/2004 0:00:00",21,100,55,1.225
"7630","A02SSH00302","3/14/2004 0:00:00",22,96,55,1.22
"7631","A02SSH00302","3/14/2004 0:00:00",23,96,55,1.105
"7632","A02SSH00302","3/14/2004 0:00:00",24,100,55,1.045
"7633","A02SSH00302","3/15/2004 0:00:00",1,100,54,1.06
"7634","A02SSH00302","3/15/2004 0:00:00",2,100,54,1.145
"7635","A02SSH00302","3/15/2004 0:00:00",3,100,54,0.895
"7636","A02SSH00302","3/15/2004 0:00:00",4,96,55,0.855
"7637","A02SSH00302","3/15/2004 0:00:00",5,93,55,0.955
"7638","A02SSH00302","3/15/2004 0:00:00",6,93,56,0.865
"7639","A02SSH00302","3/15/2004 0:00:00",7,93,56,0.8575
"7640","A02SSH00302","3/15/2004 0:00:00",8,93,56,0.885
"7641","A02SSH00302","3/15/2004 0:00:00",9,84,59,0.97
"7642","A02SSH00302","3/15/2004 0:00:00",10,70,64,0.87
"7643","A02SSH00302","3/15/2004 0:00:00",11,70,65,1.145
"7644","A02SSH00302","3/15/2004 0:00:00",12,70,65,1.365
"7645","A02SSH00302","3/15/2004 0:00:00",13,70,66,1.53
"7646","A02SSH00302","3/15/2004 0:00:00",14,68,67,1.67
"7647","A02SSH00302","3/15/2004 0:00:00",15,70,66,1.945
"7648","A02SSH00302","3/15/2004 0:00:00",16,78,63,1.525
"7649","A02SSH00302","3/15/2004 0:00:00",17,84,61,1.295
"7650","A02SSH00302","3/15/2004 0:00:00",18,90,59,1.11
"7651","A02SSH00302","3/15/2004 0:00:00",19,96,57,0.8
"7652","A02SSH00302","3/15/2004 0:00:00",20,93,57,1.19
"7653","A02SSH00302","3/15/2004 0:00:00",21,93,57,1.275
"7654","A02SSH00302","3/15/2004 0:00:00",22,93,56,1.52
"7655","A02SSH00302","3/15/2004 0:00:00",23,93,56,1.15
"7656","A02SSH00302","3/15/2004 0:00:00",24,96,55,1.33
"7657","A02SSH00302","3/16/2004 0:00:00",1,100,55,1.205
"7658","A02SSH00302","3/16/2004 0:00:00",2,100,55,0.87
"7659","A02SSH00302","3/16/2004 0:00:00",3,100,54,0.825
"7660","A02SSH00302","3/16/2004 0:00:00",4,100,54,0.65
"7661","A02SSH00302","3/16/2004 0:00:00",5,100,53,0.725
"7662","A02SSH00302","3/16/2004 0:00:00",6,100,53,0.795
"7663","A02SSH00302","3/16/2004 0:00:00",7,100,53,0.71
"7664","A02SSH00302","3/16/2004 0:00:00",8,100,54,0.71
"7665","A02SSH00302","3/16/2004 0:00:00",9,93,58,0.9
"7666","A02SSH00302","3/16/2004 0:00:00",10,78,64,0.75
"7667","A02SSH00302","3/16/2004 0:00:00",11,66,70,1.11
"7668","A02SSH00302","3/16/2004 0:00:00",12,66,71,1.0175
"7669","A02SSH00302","3/16/2004 0:00:00",13,68,70,1.2875
"7670","A02SSH00302","3/16/2004 0:00:00",14,76,67,1.185
"7671","A02SSH00302","3/16/2004 0:00:00",15,78,66,1.3825
"7672","A02SSH00302","3/16/2004 0:00:00",16,76,66,1.375
"7673","A02SSH00302","3/16/2004 0:00:00",17,81,64,1.56
"7674","A02SSH00302","3/16/2004 0:00:00",18,90,61,1.685
"7675","A02SSH00302","3/16/2004 0:00:00",19,97,59,1.185
"7676","A02SSH00302","3/16/2004 0:00:00",20,100,57,1.17
"7677","A02SSH00302","3/16/2004 0:00:00",21,100,56,1.07
"7678","A02SSH00302","3/16/2004 0:00:00",22,100,56,0.93
"7679","A02SSH00302","3/16/2004 0:00:00",23,100,56,0.92
"7680","A02SSH00302","3/16/2004 0:00:00",24,100,56,0.835
"7681","A02SSH00302","3/17/2004 0:00:00",1,100,55,0.74
"7682","A02SSH00302","3/17/2004 0:00:00",2,100,55,0.96
"7683","A02SSH00302","3/17/2004 0:00:00",3,100,55,0.55
"7684","A02SSH00302","3/17/2004 0:00:00",4,100,54,0.475
"7685","A02SSH00302","3/17/2004 0:00:00",5,100,54,0.53
"7686","A02SSH00302","3/17/2004 0:00:00",6,100,54,0.365
"7687","A02SSH00302","3/17/2004 0:00:00",7,100,54,0.555
"7688","A02SSH00302","3/17/2004 0:00:00",8,100,54,0.41
"7689","A02SSH00302","3/17/2004 0:00:00",9,81,61,0.48
"7690","A02SSH00302","3/17/2004 0:00:00",10,57,70,0.465
"7691","A02SSH00302","3/17/2004 0:00:00",11,57,70,0.445
"7692","A02SSH00302","3/17/2004 0:00:00",12,66,70,0.4475
"7693","A02SSH00302","3/17/2004 0:00:00",13,66,71,0.45
"7694","A02SSH00302","3/17/2004 0:00:00",14,68,69,0.945
"7695","A02SSH00302","3/17/2004 0:00:00",15,76,66,1.32
"7696","A02SSH00302","3/17/2004 0:00:00",16,81,63,1.35
"7697","A02SSH00302","3/17/2004 0:00:00",17,84,62,1.32
"7698","A02SSH00302","3/17/2004 0:00:00",18,93,58,1.65
"7699","A02SSH00302","3/17/2004 0:00:00",19,93,57,1.265
"7700","A02SSH00302","3/17/2004 0:00:00",20,100,57,2.135
"7701","A02SSH00302","3/17/2004 0:00:00",21,100,57,2.26
"7702","A02SSH00302","3/17/2004 0:00:00",22,90,58,2.82
"7703","A02SSH00302","3/17/2004 0:00:00",23,96,57,2.09
"7704","A02SSH00302","3/17/2004 0:00:00",24,96,57,1.375
"7705","A02SSH00302","3/18/2004 0:00:00",1,100,55,1.355
"7706","A02SSH00302","3/18/2004 0:00:00",2,100,56,0.97
"7707","A02SSH00302","3/18/2004 0:00:00",3,100,56,0.805
"7708","A02SSH00302","3/18/2004 0:00:00",4,100,55,0.7725
"7709","A02SSH00302","3/18/2004 0:00:00",5,100,55,0.675
"7710","A02SSH00302","3/18/2004 0:00:00",6,100,55,0.81
"7711","A02SSH00302","3/18/2004 0:00:00",7,100,55,0.675
"7712","A02SSH00302","3/18/2004 0:00:00",8,100,55,0.695
"7713","A02SSH00302","3/18/2004 0:00:00",9,90,59,0.7775
"7714","A02SSH00302","3/18/2004 0:00:00",10,78,63,0.86
"7715","A02SSH00302","3/18/2004 0:00:00",11,75,65,0.84
"7716","A02SSH00302","3/18/2004 0:00:00",12,75,64,1.085
"7717","A02SSH00302","3/18/2004 0:00:00",13,78,63,1.025
"7718","A02SSH00302","3/18/2004 0:00:00",14,75,63,1.19
"7719","A02SSH00302","3/18/2004 0:00:00",15,75,63,1.2
"7720","A02SSH00302","3/18/2004 0:00:00",16,78,62,1.49
"7721","A02SSH00302","3/18/2004 0:00:00",17,87,59,1.17
"7722","A02SSH00302","3/18/2004 0:00:00",18,93,57,1.31
"7723","A02SSH00302","3/18/2004 0:00:00",19,90,57,1.515
"7724","A02SSH00302","3/18/2004 0:00:00",20,93,57,1.42
"7725","A02SSH00302","3/18/2004 0:00:00",21,93,57,1.21
"7726","A02SSH00302","3/18/2004 0:00:00",22,90,57,1.98
"7727","A02SSH00302","3/18/2004 0:00:00",23,90,57,2.1175
"7728","A02SSH00302","3/18/2004 0:00:00",24,90,57,1.9
"7729","A02SSH00302","3/19/2004 0:00:00",1,93,56,1.76
"7730","A02SSH00302","3/19/2004 0:00:00",2,93,56,1.52
"7731","A02SSH00302","3/19/2004 0:00:00",3,96,56,1.0975
"7732","A02SSH00302","3/19/2004 0:00:00",4,96,55,1.1575
"7733","A02SSH00302","3/19/2004 0:00:00",5,96,55,0.8875
"7734","A02SSH00302","3/19/2004 0:00:00",6,96,55,0.95
"7735","A02SSH00302","3/19/2004 0:00:00",7,96,55,0.79
"7736","A02SSH00302","3/19/2004 0:00:00",8,96,56,0.735
"7737","A02SSH00302","3/19/2004 0:00:00",9,93,57,0.705
"7738","A02SSH00302","3/19/2004 0:00:00",10,84,61,0.885
"7739","A02SSH00302","3/19/2004 0:00:00",11,73,64,0.975
"7740","A02SSH00302","3/19/2004 0:00:00",12,75,65,1.02
"7741","A02SSH00302","3/19/2004 0:00:00",13,78,64,1.07
"7742","A02SSH00302","3/19/2004 0:00:00",14,70,67,1.13
"7743","A02SSH00302","3/19/2004 0:00:00",15,73,66,1.08
"7744","A02SSH00302","3/19/2004 0:00:00",16,78,64,1.27
"7745","A02SSH00302","3/19/2004 0:00:00",17,84,61,1.015
"7746","A02SSH00302","3/19/2004 0:00:00",18,90,58,1.075
"7747","A02SSH00302","3/19/2004 0:00:00",19,96,56,1.105
"7748","A02SSH00302","3/19/2004 0:00:00",20,100,56,2.405
"7749","A02SSH00302","3/19/2004 0:00:00",21,100,56,1.82
"7750","A02SSH00302","3/19/2004 0:00:00",22,96,56,1.54
"7751","A02SSH00302","3/19/2004 0:00:00",23,96,56,1.485
"7752","A02SSH00302","3/19/2004 0:00:00",24,96,56,1.635
"7753","A02SSH00302","3/20/2004 0:00:00",1,96,56,1.2525
"7754","A02SSH00302","3/20/2004 0:00:00",2,96,56,1.17
"7755","A02SSH00302","3/20/2004 0:00:00",3,100,54,0.8575
"7756","A02SSH00302","3/20/2004 0:00:00",4,100,54,0.8075
"7757","A02SSH00302","3/20/2004 0:00:00",5,100,54,0.925
"7758","A02SSH00302","3/20/2004 0:00:00",6,100,55,0.845
"7759","A02SSH00302","3/20/2004 0:00:00",7,100,54,0.735
"7760","A02SSH00302","3/20/2004 0:00:00",8,100,54,0.8
"7761","A02SSH00302","3/20/2004 0:00:00",9,96,56,0.8975
"7762","A02SSH00302","3/20/2004 0:00:00",10,87,60,0.82
"7763","A02SSH00302","3/20/2004 0:00:00",11,70,66,1.025
"7764","A02SSH00302","3/20/2004 0:00:00",12,64,71,1.21
"7765","A02SSH00302","3/20/2004 0:00:00",13,66,71,1.03
"7766","A02SSH00302","3/20/2004 0:00:00",14,75,65,1.49
"7767","A02SSH00302","3/20/2004 0:00:00",15,84,62,2.04
"7768","A02SSH00302","3/20/2004 0:00:00",16,87,61,1.14
"7769","A02SSH00302","3/20/2004 0:00:00",17,90,60,0.82
"7770","A02SSH00302","3/20/2004 0:00:00",18,90,59,1.4775
"7771","A02SSH00302","3/20/2004 0:00:00",19,96,57,1.73
"7772","A02SSH00302","3/20/2004 0:00:00",20,96,57,1.76
"7773","A02SSH00302","3/20/2004 0:00:00",21,96,57,0.7725
"7774","A02SSH00302","3/20/2004 0:00:00",22,96,57,0.87
"7775","A02SSH00302","3/20/2004 0:00:00",23,93,57,0.745
"7776","A02SSH00302","3/20/2004 0:00:00",24,96,57,0.62
"7777","A02SSH00302","3/21/2004 0:00:00",1,100,56,0.7425
"7778","A02SSH00302","3/21/2004 0:00:00",2,100,56,0.7225
"7779","A02SSH00302","3/21/2004 0:00:00",3,96,56,0.685
"7780","A02SSH00302","3/21/2004 0:00:00",4,100,55,0.63
"7781","A02SSH00302","3/21/2004 0:00:00",5,100,55,0.5
"7782","A02SSH00302","3/21/2004 0:00:00",6,96,56,0.725
"7783","A02SSH00302","3/21/2004 0:00:00",7,96,56,0.655
"7784","A02SSH00302","3/21/2004 0:00:00",8,93,57,0.565
"7785","A02SSH00302","3/21/2004 0:00:00",9,96,57,0.515
"7786","A02SSH00302","3/21/2004 0:00:00",10,90,58,0.565
"7787","A02SSH00302","3/21/2004 0:00:00",11,84,60,0.545
"7788","A02SSH00302","3/21/2004 0:00:00",12,81,62,0.55
"7789","A02SSH00302","3/21/2004 0:00:00",13,78,63,0.6475
"7790","A02SSH00302","3/21/2004 0:00:00",14,75,64,0.525
"7791","A02SSH00302","3/21/2004 0:00:00",15,84,62,0.56
"7792","A02SSH00302","3/21/2004 0:00:00",16,81,62,0.485
"7793","A02SSH00302","3/21/2004 0:00:00",17,87,60,0.705
"7794","A02SSH00302","3/21/2004 0:00:00",18,97,58,0.645
"7795","A02SSH00302","3/21/2004 0:00:00",19,96,57,0.68
"7796","A02SSH00302","3/21/2004 0:00:00",20,96,57,0.755
"7797","A02SSH00302","3/21/2004 0:00:00",21,96,57,1.03
"7798","A02SSH00302","3/21/2004 0:00:00",22,96,57,1.685
"7799","A02SSH00302","3/21/2004 0:00:00",23,96,57,1.6775
"7800","A02SSH00302","3/21/2004 0:00:00",24,100,55,1.01
"7801","A02SSH00302","3/22/2004 0:00:00",1,100,56,1.055
"7802","A02SSH00302","3/22/2004 0:00:00",2,100,56,1.065
"7803","A02SSH00302","3/22/2004 0:00:00",3,100,55,0.96
"7804","A02SSH00302","3/22/2004 0:00:00",4,100,55,0.795
"7805","A02SSH00302","3/22/2004 0:00:00",5,100,55,0.715
"7806","A02SSH00302","3/22/2004 0:00:00",6,100,54,0.82
"7807","A02SSH00302","3/22/2004 0:00:00",7,100,55,0.605
"7808","A02SSH00302","3/22/2004 0:00:00",8,100,55,0.58
"7809","A02SSH00302","3/22/2004 0:00:00",9,100,55,0.685
"7810","A02SSH00302","3/22/2004 0:00:00",10,93,58,0.655
"7811","A02SSH00302","3/22/2004 0:00:00",11,84,61,0.6225
"7812","A02SSH00302","3/22/2004 0:00:00",12,76,66,0.69
"7813","A02SSH00302","3/22/2004 0:00:00",13,64,70,0.695
"7814","A02SSH00302","3/22/2004 0:00:00",14,68,70,0.62
"7815","A02SSH00302","3/22/2004 0:00:00",15,78,65,0.79
"7816","A02SSH00302","3/22/2004 0:00:00",16,84,62,0.85
"7817","A02SSH00302","3/22/2004 0:00:00",17,93,58,0.76
"7818","A02SSH00302","3/22/2004 0:00:00",18,93,58,0.8975
"7819","A02SSH00302","3/22/2004 0:00:00",19,93,58,0.76
"7820","A02SSH00302","3/22/2004 0:00:00",20,96,57,1.39
"7821","A02SSH00302","3/22/2004 0:00:00",21,96,57,1.575
"7822","A02SSH00302","3/22/2004 0:00:00",22,93,57,1.3
"7823","A02SSH00302","3/22/2004 0:00:00",23,96,56,0.755
"7824","A02SSH00302","3/22/2004 0:00:00",24,96,56,0.68
"7825","A02SSH00302","3/23/2004 0:00:00",1,96,56,0.825
"7826","A02SSH00302","3/23/2004 0:00:00",2,96,56,0.63
"7827","A02SSH00302","3/23/2004 0:00:00",3,96,56,0.63
"7828","A02SSH00302","3/23/2004 0:00:00",4,96,56,0.685
"7829","A02SSH00302","3/23/2004 0:00:00",5,96,56,0.53
"7830","A02SSH00302","3/23/2004 0:00:00",6,93,56,0.44
"7831","A02SSH00302","3/23/2004 0:00:00",7,93,56,0.39
"7832","A02SSH00302","3/23/2004 0:00:00",8,90,57,0.4475
"7833","A02SSH00302","3/23/2004 0:00:00",9,90,58,0.675
"7834","A02SSH00302","3/23/2004 0:00:00",10,84,59,2.14
"7835","A02SSH00302","3/23/2004 0:00:00",11,81,60,3.055
"7836","A02SSH00302","3/23/2004 0:00:00",12,87,59,2.855
"7837","A02SSH00302","3/23/2004 0:00:00",13,84,60,3.14
"7838","A02SSH00302","3/23/2004 0:00:00",14,84,60,2.8025
"7839","A02SSH00302","3/23/2004 0:00:00",15,78,61,2.97
"7840","A02SSH00302","3/23/2004 0:00:00",16,81,60,1.2
"7841","A02SSH00302","3/23/2004 0:00:00",17,84,59,1.185
"7842","A02SSH00302","3/23/2004 0:00:00",18,87,59,1.245
"7843","A02SSH00302","3/23/2004 0:00:00",19,87,58,1.29
"7844","A02SSH00302","3/23/2004 0:00:00",20,87,58,1.51
"7845","A02SSH00302","3/23/2004 0:00:00",21,87,58,1.195
"7846","A02SSH00302","3/23/2004 0:00:00",22,84,58,0.97
"7847","A02SSH00302","3/23/2004 0:00:00",23,81,58,1.395
"7848","A02SSH00302","3/23/2004 0:00:00",24,84,58,1.215
"7849","A02SSH00302","3/24/2004 0:00:00",1,84,58,1.065
"7850","A02SSH00302","3/24/2004 0:00:00",2,84,58,0.595
"7851","A02SSH00302","3/24/2004 0:00:00",3,78,58,0.5075
"7852","A02SSH00302","3/24/2004 0:00:00",4,75,58,0.5425
"7853","A02SSH00302","3/24/2004 0:00:00",5,75,58,0.54
"7854","A02SSH00302","3/24/2004 0:00:00",6,72,58,0.5275
"7855","A02SSH00302","3/24/2004 0:00:00",7,70,59,0.51
"7856","A02SSH00302","3/24/2004 0:00:00",8,70,59,0.61
"7857","A02SSH00302","3/24/2004 0:00:00",9,70,60,0.49
"7858","A02SSH00302","3/24/2004 0:00:00",10,65,62,0.83
"7859","A02SSH00302","3/24/2004 0:00:00",11,70,63,1.21
"7860","A02SSH00302","3/24/2004 0:00:00",12,78,62,3.085
"7861","A02SSH00302","3/24/2004 0:00:00",13,73,63,2.875
"7862","A02SSH00302","3/24/2004 0:00:00",14,73,64,2.67
"7863","A02SSH00302","3/24/2004 0:00:00",15,73,64,2.55
"7864","A02SSH00302","3/24/2004 0:00:00",16,78,62,0.63
"7865","A02SSH00302","3/24/2004 0:00:00",17,84,61,0.645
"7866","A02SSH00302","3/24/2004 0:00:00",18,84,60,0.76
"7867","A02SSH00302","3/24/2004 0:00:00",19,87,60,0.96
"7868","A02SSH00302","3/24/2004 0:00:00",20,87,59,0.97
"7869","A02SSH00302","3/24/2004 0:00:00",21,90,59,1.115
"7870","A02SSH00302","3/24/2004 0:00:00",22,87,59,1.2425
"7871","A02SSH00302","3/24/2004 0:00:00",23,90,58,0.965
"7872","A02SSH00302","3/24/2004 0:00:00",24,93,57,1.11
"7873","A02SSH00302","3/25/2004 0:00:00",1,96,55,0.9125
"7874","A02SSH00302","3/25/2004 0:00:00",2,96,55,0.635
"7875","A02SSH00302","3/25/2004 0:00:00",3,96,54,0.65
"7876","A02SSH00302","3/25/2004 0:00:00",4,100,54,0.6325
"7877","A02SSH00302","3/25/2004 0:00:00",5,100,54,0.51
"7878","A02SSH00302","3/25/2004 0:00:00",6,100,52,0.47
"7879","A02SSH00302","3/25/2004 0:00:00",7,100,54,0.375
"7880","A02SSH00302","3/25/2004 0:00:00",8,96,56,0.3825
"7881","A02SSH00302","3/25/2004 0:00:00",9,81,61,0.5125
"7882","A02SSH00302","3/25/2004 0:00:00",10,70,64,1.565
"7883","A02SSH00302","3/25/2004 0:00:00",11,68,67,2.195
"7884","A02SSH00302","3/25/2004 0:00:00",12,68,67,2.135
"7885","A02SSH00302","3/25/2004 0:00:00",13,66,68,2.185
"7886","A02SSH00302","3/25/2004 0:00:00",14,63,69,2.245
"7887","A02SSH00302","3/25/2004 0:00:00",15,63,68,2.12
"7888","A02SSH00302","3/25/2004 0:00:00",16,70,66,0.71
"7889","A02SSH00302","3/25/2004 0:00:00",17,81,63,0.9
"7890","A02SSH00302","3/25/2004 0:00:00",18,87,60,0.98
"7891","A02SSH00302","3/25/2004 0:00:00",19,90,59,1.2925
"7892","A02SSH00302","3/25/2004 0:00:00",20,87,59,1.415
"7893","A02SSH00302","3/25/2004 0:00:00",21,84,59,1.48
"7894","A02SSH00302","3/25/2004 0:00:00",22,84,58,2.07
"7895","A02SSH00302","3/25/2004 0:00:00",23,84,58,0.9525
"7896","A02SSH00302","3/25/2004 0:00:00",24,87,58,0.655
"7897","A02SSH00302","3/26/2004 0:00:00",1,87,59,0.55
"7898","A02SSH00302","3/26/2004 0:00:00",2,90,58,0.66
"7899","A02SSH00302","3/26/2004 0:00:00",3,90,58,0.455
"7900","A02SSH00302","3/26/2004 0:00:00",4,90,57,0.575
"7901","A02SSH00302","3/26/2004 0:00:00",5,90,58,0.4975
"7902","A02SSH00302","3/26/2004 0:00:00",6,93,58,0.3725
"7903","A02SSH00302","3/26/2004 0:00:00",7,87,59,0.395
"7904","A02SSH00302","3/26/2004 0:00:00",8,87,60,0.49
"7905","A02SSH00302","3/26/2004 0:00:00",9,84,61,0.33
"7906","A02SSH00302","3/26/2004 0:00:00",10,81,62,1.58
"7907","A02SSH00302","3/26/2004 0:00:00",11,93,60,2.305
"7908","A02SSH00302","3/26/2004 0:00:00",12,78,62,2.46
"7909","A02SSH00302","3/26/2004 0:00:00",13,73,62,3.0625
"7910","A02SSH00302","3/26/2004 0:00:00",14,68,63,2.635
"7911","A02SSH00302","3/26/2004 0:00:00",15,68,63,2.65
"7912","A02SSH00302","3/26/2004 0:00:00",16,70,62,1.795
"7913","A02SSH00302","3/26/2004 0:00:00",17,72,61,1.335
"7914","A02SSH00302","3/26/2004 0:00:00",18,81,58,1.195
"7915","A02SSH00302","3/26/2004 0:00:00",19,83,57,1.045
"7916","A02SSH00302","3/26/2004 0:00:00",20,83,57,2.025
"7917","A02SSH00302","3/26/2004 0:00:00",21,83,57,2.295
"7918","A02SSH00302","3/26/2004 0:00:00",22,80,57,2.265
"7919","A02SSH00302","3/26/2004 0:00:00",23,83,55,2.255
"7920","A02SSH00302","3/26/2004 0:00:00",24,90,53,2.515
"7921","A02SSH00302","3/27/2004 0:00:00",1,93,52,1.45
"7922","A02SSH00302","3/27/2004 0:00:00",2,93,51,1.135
"7923","A02SSH00302","3/27/2004 0:00:00",3,90,53,1
"7924","A02SSH00302","3/27/2004 0:00:00",4,93,51,1.06
"7925","A02SSH00302","3/27/2004 0:00:00",5,93,51,1.03
"7926","A02SSH00302","3/27/2004 0:00:00",6,96,50,0.79
"7927","A02SSH00302","3/27/2004 0:00:00",7,86,54,0.79
"7928","A02SSH00302","3/27/2004 0:00:00",8,78,58,0.6625
"7929","A02SSH00302","3/27/2004 0:00:00",9,67,61,0.985
"7930","A02SSH00302","3/27/2004 0:00:00",10,56,65,2.195
"7931","A02SSH00302","3/27/2004 0:00:00",11,53,67,3.585
"7932","A02SSH00302","3/27/2004 0:00:00",12,53,69,2.785
"7933","A02SSH00302","3/27/2004 0:00:00",13,49,68,2.33
"7934","A02SSH00302","3/27/2004 0:00:00",14,57,67,2.1575
"7935","A02SSH00302","3/27/2004 0:00:00",15,61,67,2.0575
"7936","A02SSH00302","3/27/2004 0:00:00",16,55,67,0.465
"7937","A02SSH00302","3/27/2004 0:00:00",17,63,65,0.3525
"7938","A02SSH00302","3/27/2004 0:00:00",18,73,62,0.405
"7939","A02SSH00302","3/27/2004 0:00:00",19,84,60,0.5175
"7940","A02SSH00302","3/27/2004 0:00:00",20,87,59,1.0225
"7941","A02SSH00302","3/27/2004 0:00:00",21,87,58,1.68
"7942","A02SSH00302","3/27/2004 0:00:00",22,80,57,1.135
"7943","A02SSH00302","3/27/2004 0:00:00",23,83,57,0.795
"7944","A02SSH00302","3/27/2004 0:00:00",24,87,56,0.9825
"7945","A02SSH00302","3/28/2004 0:00:00",1,90,55,0.77
"7946","A02SSH00302","3/28/2004 0:00:00",2,90,54,0.805
"7947","A02SSH00302","3/28/2004 0:00:00",3,90,54,0.925
"7948","A02SSH00302","3/28/2004 0:00:00",4,86,54,0.825
"7949","A02SSH00302","3/28/2004 0:00:00",5,90,54,0.72
"7950","A02SSH00302","3/28/2004 0:00:00",6,90,53,0.75
"7951","A02SSH00302","3/28/2004 0:00:00",7,81,58,0.655
"7952","A02SSH00302","3/28/2004 0:00:00",8,65,66,0.67
"7953","A02SSH00302","3/28/2004 0:00:00",9,45,74,0.665
"7954","A02SSH00302","3/28/2004 0:00:00",10,25,80,1.8
"7955","A02SSH00302","3/28/2004 0:00:00",11,23,84,2.7925
"7956","A02SSH00302","3/28/2004 0:00:00",12,16,87,2.71
"7957","A02SSH00302","3/28/2004 0:00:00",13,18,87,2.785
"7958","A02SSH00302","3/28/2004 0:00:00",14,22,86,2.91
"7959","A02SSH00302","3/28/2004 0:00:00",15,24,84,2.9125
"7960","A02SSH00302","3/28/2004 0:00:00",16,22,82,1.0125
"7961","A02SSH00302","3/28/2004 0:00:00",17,20,80,1.0175
