"","CUSTID","DATE","HOUR","RHUM","TMP","KW"
"1","A02SSH00302","5/2/2003 0:00:00",1,83,54,0.52
"2","A02SSH00302","5/2/2003 0:00:00",2,77,55,0.54
"3","A02SSH00302","5/2/2003 0:00:00",3,75,55,0.465
"4","A02SSH00302","5/2/2003 0:00:00",4,77,53,0.57
"5","A02SSH00302","5/2/2003 0:00:00",5,80,53,0.47
"6","A02SSH00302","5/2/2003 0:00:00",6,77,54,0.495
"7","A02SSH00302","5/2/2003 0:00:00",7,75,56,0.575
"8","A02SSH00302","5/2/2003 0:00:00",8,70,58,0.47
"9","A02SSH00302","5/2/2003 0:00:00",9,62,60,0.97
"10","A02SSH00302","5/2/2003 0:00:00",10,60,61,1.915
"11","A02SSH00302","5/2/2003 0:00:00",11,54,64,2.0475
"12","A02SSH00302","5/2/2003 0:00:00",12,56,63,1.9225
"13","A02SSH00302","5/2/2003 0:00:00",13,56,63,1.93
"14","A02SSH00302","5/2/2003 0:00:00",14,54,64,2.1475
"15","A02SSH00302","5/2/2003 0:00:00",15,56,63,1.4775
"16","A02SSH00302","5/2/2003 0:00:00",16,60,62,0.5875
"17","A02SSH00302","5/2/2003 0:00:00",17,60,61,0.4
"18","A02SSH00302","5/2/2003 0:00:00",18,67,59,1.18
"19","A02SSH00302","5/2/2003 0:00:00",19,70,58,0.84
"20","A02SSH00302","5/2/2003 0:00:00",20,72,58,0.45
"21","A02SSH00302","5/2/2003 0:00:00",21,72,58,0.91
"22","A02SSH00302","5/2/2003 0:00:00",22,75,58,1.315
"23","A02SSH00302","5/2/2003 0:00:00",23,75,58,0.825
"24","A02SSH00302","5/2/2003 0:00:00",24,72,58,0.525
"25","A02SSH00302","5/3/2003 0:00:00",1,72,58,0.545
"26","A02SSH00302","5/3/2003 0:00:00",2,72,58,0.51
"27","A02SSH00302","5/3/2003 0:00:00",3,80,57,0.515
"28","A02SSH00302","5/3/2003 0:00:00",4,87,56,0.495
"29","A02SSH00302","5/3/2003 0:00:00",5,96,54,0.59
"30","A02SSH00302","5/3/2003 0:00:00",6,93,55,0.465
"31","A02SSH00302","5/3/2003 0:00:00",7,96,55,0.63
"32","A02SSH00302","5/3/2003 0:00:00",8,96,56,0.475
"33","A02SSH00302","5/3/2003 0:00:00",9,96,56,0.6025
"34","A02SSH00302","5/3/2003 0:00:00",10,90,59,2.045
"35","A02SSH00302","5/3/2003 0:00:00",11,90,59,2.175
"36","A02SSH00302","5/3/2003 0:00:00",12,93,58,2.15
"37","A02SSH00302","5/3/2003 0:00:00",13,93,60,2.41
"38","A02SSH00302","5/3/2003 0:00:00",14,81,62,2.0725
"39","A02SSH00302","5/3/2003 0:00:00",15,81,61,2.255
"40","A02SSH00302","5/3/2003 0:00:00",16,81,61,0.835
"41","A02SSH00302","5/3/2003 0:00:00",17,81,61,0.84
"42","A02SSH00302","5/3/2003 0:00:00",18,81,60,0.885
"43","A02SSH00302","5/3/2003 0:00:00",19,87,59,1.575
"44","A02SSH00302","5/3/2003 0:00:00",20,90,58,0.695
"45","A02SSH00302","5/3/2003 0:00:00",21,90,58,1.025
"46","A02SSH00302","5/3/2003 0:00:00",22,93,58,0.955
"47","A02SSH00302","5/3/2003 0:00:00",23,96,57,0.625
"48","A02SSH00302","5/3/2003 0:00:00",24,93,57,0.72
"49","A02SSH00302","5/4/2003 0:00:00",1,93,57,0.3975
"50","A02SSH00302","5/4/2003 0:00:00",2,93,57,0.5925
"51","A02SSH00302","5/4/2003 0:00:00",3,93,57,0.4
"52","A02SSH00302","5/4/2003 0:00:00",4,93,57,0.6
"53","A02SSH00302","5/4/2003 0:00:00",5,90,57,0.375
"54","A02SSH00302","5/4/2003 0:00:00",6,93,57,0.625
"55","A02SSH00302","5/4/2003 0:00:00",7,93,56,0.4
"56","A02SSH00302","5/4/2003 0:00:00",8,81,60,0.6025
"57","A02SSH00302","5/4/2003 0:00:00",9,75,61,0.405
"58","A02SSH00302","5/4/2003 0:00:00",10,70,63,1.935
"59","A02SSH00302","5/4/2003 0:00:00",11,65,65,1.915
"60","A02SSH00302","5/4/2003 0:00:00",12,63,63,2.085
"61","A02SSH00302","5/4/2003 0:00:00",13,63,64,1.915
"62","A02SSH00302","5/4/2003 0:00:00",14,70,62,2.185
"63","A02SSH00302","5/4/2003 0:00:00",15,65,62,1.59
"64","A02SSH00302","5/4/2003 0:00:00",16,67,62,0.6425
"65","A02SSH00302","5/4/2003 0:00:00",17,70,60,0.42
"66","A02SSH00302","5/4/2003 0:00:00",18,72,59,0.47
"67","A02SSH00302","5/4/2003 0:00:00",19,78,57,0.495
"68","A02SSH00302","5/4/2003 0:00:00",20,80,57,0.44
"69","A02SSH00302","5/4/2003 0:00:00",21,83,56,0.54
"70","A02SSH00302","5/4/2003 0:00:00",22,90,54,0.645
"71","A02SSH00302","5/4/2003 0:00:00",23,90,53,0.5775
"72","A02SSH00302","5/4/2003 0:00:00",24,86,54,0.79
"73","A02SSH00302","5/5/2003 0:00:00",1,93,52,0.735
"74","A02SSH00302","5/5/2003 0:00:00",2,93,52,0.865
"75","A02SSH00302","5/5/2003 0:00:00",3,93,52,0.585
"76","A02SSH00302","5/5/2003 0:00:00",4,93,52,0.415
"77","A02SSH00302","5/5/2003 0:00:00",5,90,53,0.6025
"78","A02SSH00302","5/5/2003 0:00:00",6,90,53,0.455
"79","A02SSH00302","5/5/2003 0:00:00",7,83,56,0.55
"80","A02SSH00302","5/5/2003 0:00:00",8,72,58,0.575
"81","A02SSH00302","5/5/2003 0:00:00",9,70,59,0.53
"82","A02SSH00302","5/5/2003 0:00:00",10,65,62,1.96
"83","A02SSH00302","5/5/2003 0:00:00",11,63,63,2.11
"84","A02SSH00302","5/5/2003 0:00:00",12,63,64,2.1225
"85","A02SSH00302","5/5/2003 0:00:00",13,68,63,2.165
"86","A02SSH00302","5/5/2003 0:00:00",14,63,64,2.0525
"87","A02SSH00302","5/5/2003 0:00:00",15,61,65,1.45
"88","A02SSH00302","5/5/2003 0:00:00",16,65,63,0.7
"89","A02SSH00302","5/5/2003 0:00:00",17,70,61,0.425
"90","A02SSH00302","5/5/2003 0:00:00",18,72,60,0.47
"91","A02SSH00302","5/5/2003 0:00:00",19,81,58,0.3675
"92","A02SSH00302","5/5/2003 0:00:00",20,84,58,0.39
"93","A02SSH00302","5/5/2003 0:00:00",21,87,57,0.91
"94","A02SSH00302","5/5/2003 0:00:00",22,87,57,0.675
"95","A02SSH00302","5/5/2003 0:00:00",23,87,56,0.825
"96","A02SSH00302","5/5/2003 0:00:00",24,90,56,0.485
"97","A02SSH00302","5/6/2003 0:00:00",1,93,54,0.5175
"98","A02SSH00302","5/6/2003 0:00:00",2,93,54,0.295
"99","A02SSH00302","5/6/2003 0:00:00",3,90,56,0.5975
"100","A02SSH00302","5/6/2003 0:00:00",4,83,57,0.38
"101","A02SSH00302","5/6/2003 0:00:00",5,83,57,0.575
"102","A02SSH00302","5/6/2003 0:00:00",6,80,57,0.425
"103","A02SSH00302","5/6/2003 0:00:00",7,80,57,0.65
"104","A02SSH00302","5/6/2003 0:00:00",8,75,58,0.585
"105","A02SSH00302","5/6/2003 0:00:00",9,75,58,0.47
"106","A02SSH00302","5/6/2003 0:00:00",10,70,60,2.505
"107","A02SSH00302","5/6/2003 0:00:00",11,72,60,2.1
"108","A02SSH00302","5/6/2003 0:00:00",12,72,60,1.95
"109","A02SSH00302","5/6/2003 0:00:00",13,78,59,2.01
"110","A02SSH00302","5/6/2003 0:00:00",14,75,59,1.89
"111","A02SSH00302","5/6/2003 0:00:00",15,70,60,1.455
"112","A02SSH00302","5/6/2003 0:00:00",16,75,59,0.3
"113","A02SSH00302","5/6/2003 0:00:00",17,81,58,0.5975
"114","A02SSH00302","5/6/2003 0:00:00",18,80,57,0.4575
"115","A02SSH00302","5/6/2003 0:00:00",19,75,57,0.84
"116","A02SSH00302","5/6/2003 0:00:00",20,75,57,0.95
"117","A02SSH00302","5/6/2003 0:00:00",21,75,56,1.965
"118","A02SSH00302","5/6/2003 0:00:00",22,78,56,1.0925
"119","A02SSH00302","5/6/2003 0:00:00",23,78,56,0.825
"120","A02SSH00302","5/6/2003 0:00:00",24,80,56,0.64
"121","A02SSH00302","5/7/2003 0:00:00",1,80,56,0.56
"122","A02SSH00302","5/7/2003 0:00:00",2,78,56,0.4625
"123","A02SSH00302","5/7/2003 0:00:00",3,80,55,0.61
"124","A02SSH00302","5/7/2003 0:00:00",4,83,55,0.265
"125","A02SSH00302","5/7/2003 0:00:00",5,80,55,0.485
"126","A02SSH00302","5/7/2003 0:00:00",6,78,56,0.24
"127","A02SSH00302","5/7/2003 0:00:00",7,72,56,0.445
"128","A02SSH00302","5/7/2003 0:00:00",8,75,57,0.32
"129","A02SSH00302","5/7/2003 0:00:00",9,67,59,0.4425
"130","A02SSH00302","5/7/2003 0:00:00",10,65,60,1.915
"131","A02SSH00302","5/7/2003 0:00:00",11,67,59,2.355
"132","A02SSH00302","5/7/2003 0:00:00",12,63,62,2.28
"133","A02SSH00302","5/7/2003 0:00:00",13,63,62,2.41
"134","A02SSH00302","5/7/2003 0:00:00",14,81,58,2.235
"135","A02SSH00302","5/7/2003 0:00:00",15,93,57,1.415
"136","A02SSH00302","5/7/2003 0:00:00",16,96,57,0.555
"137","A02SSH00302","5/7/2003 0:00:00",17,84,59,0.465
"138","A02SSH00302","5/7/2003 0:00:00",18,87,57,0.52
"139","A02SSH00302","5/7/2003 0:00:00",19,87,57,1.665
"140","A02SSH00302","5/7/2003 0:00:00",20,83,56,2.015
"141","A02SSH00302","5/7/2003 0:00:00",21,80,56,1.5
"142","A02SSH00302","5/7/2003 0:00:00",22,83,55,1.09
"143","A02SSH00302","5/7/2003 0:00:00",23,80,56,0.645
"144","A02SSH00302","5/7/2003 0:00:00",24,83,56,0.675
"145","A02SSH00302","5/8/2003 0:00:00",1,90,55,0.3
"146","A02SSH00302","5/8/2003 0:00:00",2,86,55,0.4625
"147","A02SSH00302","5/8/2003 0:00:00",3,86,54,0.3375
"148","A02SSH00302","5/8/2003 0:00:00",4,86,54,0.425
"149","A02SSH00302","5/8/2003 0:00:00",5,86,55,0.3625
"150","A02SSH00302","5/8/2003 0:00:00",6,83,55,0.4325
"151","A02SSH00302","5/8/2003 0:00:00",7,78,56,0.3325
"152","A02SSH00302","5/8/2003 0:00:00",8,75,56,0.415
"153","A02SSH00302","5/8/2003 0:00:00",9,75,56,0.445
"154","A02SSH00302","5/8/2003 0:00:00",10,67,57,1.775
"155","A02SSH00302","5/8/2003 0:00:00",11,65,58,2.11
"156","A02SSH00302","5/8/2003 0:00:00",12,58,61,2.49
"157","A02SSH00302","5/8/2003 0:00:00",13,56,61,2.2275
"158","A02SSH00302","5/8/2003 0:00:00",14,54,61,2.32
"159","A02SSH00302","5/8/2003 0:00:00",15,62,59,1.475
"160","A02SSH00302","5/8/2003 0:00:00",16,62,58,0.355
"161","A02SSH00302","5/8/2003 0:00:00",17,60,59,1.01
"162","A02SSH00302","5/8/2003 0:00:00",18,67,57,0.425
"163","A02SSH00302","5/8/2003 0:00:00",19,72,56,0.585
"164","A02SSH00302","5/8/2003 0:00:00",20,75,55,1.055
"165","A02SSH00302","5/8/2003 0:00:00",21,77,55,1.31
"166","A02SSH00302","5/8/2003 0:00:00",22,80,54,1.17
"167","A02SSH00302","5/8/2003 0:00:00",23,86,52,1.01
"168","A02SSH00302","5/8/2003 0:00:00",24,80,55,0.58
"169","A02SSH00302","5/9/2003 0:00:00",1,77,55,0.365
"170","A02SSH00302","5/9/2003 0:00:00",2,75,54,0.49
"171","A02SSH00302","5/9/2003 0:00:00",3,72,54,0.325
"172","A02SSH00302","5/9/2003 0:00:00",4,69,54,0.4575
"173","A02SSH00302","5/9/2003 0:00:00",5,69,53,0.365
"174","A02SSH00302","5/9/2003 0:00:00",6,69,54,0.39
"175","A02SSH00302","5/9/2003 0:00:00",7,69,55,0.4125
"176","A02SSH00302","5/9/2003 0:00:00",8,62,57,0.35
"177","A02SSH00302","5/9/2003 0:00:00",9,57,57,0.5125
"178","A02SSH00302","5/9/2003 0:00:00",10,56,59,1.85
"179","A02SSH00302","5/9/2003 0:00:00",11,60,59,2.555
"180","A02SSH00302","5/9/2003 0:00:00",12,50,62,1.98
"181","A02SSH00302","5/9/2003 0:00:00",13,43,63,2.055
"182","A02SSH00302","5/9/2003 0:00:00",14,45,64,2.185
"183","A02SSH00302","5/9/2003 0:00:00",15,50,62,1.65
"184","A02SSH00302","5/9/2003 0:00:00",16,46,61,0.885
"185","A02SSH00302","5/9/2003 0:00:00",17,54,60,1.96
"186","A02SSH00302","5/9/2003 0:00:00",18,58,58,1.33
"187","A02SSH00302","5/9/2003 0:00:00",19,64,57,0.94
"188","A02SSH00302","5/9/2003 0:00:00",20,72,56,0.6275
"189","A02SSH00302","5/9/2003 0:00:00",21,69,56,1.18
"190","A02SSH00302","5/9/2003 0:00:00",22,74,53,0.97
"191","A02SSH00302","5/9/2003 0:00:00",23,72,53,1.06
"192","A02SSH00302","5/9/2003 0:00:00",24,80,51,0.585
"193","A02SSH00302","5/10/2003 0:00:00",1,80,50,0.51
"194","A02SSH00302","5/10/2003 0:00:00",2,83,49,0.3425
"195","A02SSH00302","5/10/2003 0:00:00",3,86,47,0.55
"196","A02SSH00302","5/10/2003 0:00:00",4,89,45,0.305
"197","A02SSH00302","5/10/2003 0:00:00",5,86,47,0.495
"198","A02SSH00302","5/10/2003 0:00:00",6,80,50,0.275
"199","A02SSH00302","5/10/2003 0:00:00",7,72,55,0.4025
"200","A02SSH00302","5/10/2003 0:00:00",8,65,58,0.3175
"201","A02SSH00302","5/10/2003 0:00:00",9,50,62,0.545
"202","A02SSH00302","5/10/2003 0:00:00",10,47,64,1.9925
"203","A02SSH00302","5/10/2003 0:00:00",11,44,68,2.625
"204","A02SSH00302","5/10/2003 0:00:00",12,45,67,2.12
"205","A02SSH00302","5/10/2003 0:00:00",13,49,66,2.0975
"206","A02SSH00302","5/10/2003 0:00:00",14,47,66,2.8225
"207","A02SSH00302","5/10/2003 0:00:00",15,45,67,1.9125
"208","A02SSH00302","5/10/2003 0:00:00",16,47,65,0.925
"209","A02SSH00302","5/10/2003 0:00:00",17,52,63,0.93
"210","A02SSH00302","5/10/2003 0:00:00",18,56,63,1.165
"211","A02SSH00302","5/10/2003 0:00:00",19,63,61,0.855
"212","A02SSH00302","5/10/2003 0:00:00",20,70,59,0.965
"213","A02SSH00302","5/10/2003 0:00:00",21,83,57,1.015
"214","A02SSH00302","5/10/2003 0:00:00",22,83,57,0.94
"215","A02SSH00302","5/10/2003 0:00:00",23,87,56,0.64
"216","A02SSH00302","5/10/2003 0:00:00",24,83,54,0.605
"217","A02SSH00302","5/11/2003 0:00:00",1,72,55,0.325
"218","A02SSH00302","5/11/2003 0:00:00",2,80,52,0.39
"219","A02SSH00302","5/11/2003 0:00:00",3,83,51,0.35
"220","A02SSH00302","5/11/2003 0:00:00",4,80,51,0.315
"221","A02SSH00302","5/11/2003 0:00:00",5,80,51,0.4125
"222","A02SSH00302","5/11/2003 0:00:00",6,77,53,0.3025
"223","A02SSH00302","5/11/2003 0:00:00",7,75,58,0.41
"224","A02SSH00302","5/11/2003 0:00:00",8,65,61,0.2975
"225","A02SSH00302","5/11/2003 0:00:00",9,56,65,0.3925
"226","A02SSH00302","5/11/2003 0:00:00",10,63,67,1.815
"227","A02SSH00302","5/11/2003 0:00:00",11,57,68,2.27
"228","A02SSH00302","5/11/2003 0:00:00",12,55,69,2.505
"229","A02SSH00302","5/11/2003 0:00:00",13,47,70,2.4425
"230","A02SSH00302","5/11/2003 0:00:00",14,41,70,2.2
"231","A02SSH00302","5/11/2003 0:00:00",15,39,71,2.5
"232","A02SSH00302","5/11/2003 0:00:00",16,38,70,2.1
"233","A02SSH00302","5/11/2003 0:00:00",17,38,68,2.97
"234","A02SSH00302","5/11/2003 0:00:00",18,43,66,2.715
"235","A02SSH00302","5/11/2003 0:00:00",19,54,63,2.675
"236","A02SSH00302","5/11/2003 0:00:00",20,60,61,2.71
"237","A02SSH00302","5/11/2003 0:00:00",21,65,60,1.4
"238","A02SSH00302","5/11/2003 0:00:00",22,72,58,0.78
"239","A02SSH00302","5/11/2003 0:00:00",23,70,58,0.84
"240","A02SSH00302","5/11/2003 0:00:00",24,75,56,1.155
"241","A02SSH00302","5/12/2003 0:00:00",1,77,55,0.54
"242","A02SSH00302","5/12/2003 0:00:00",2,77,54,0.37
"243","A02SSH00302","5/12/2003 0:00:00",3,80,53,0.375
"244","A02SSH00302","5/12/2003 0:00:00",4,80,52,0.3825
"245","A02SSH00302","5/12/2003 0:00:00",5,83,51,0.4275
"246","A02SSH00302","5/12/2003 0:00:00",6,77,55,0.3325
"247","A02SSH00302","5/12/2003 0:00:00",7,65,61,0.4025
"248","A02SSH00302","5/12/2003 0:00:00",8,56,64,0.305
"249","A02SSH00302","5/12/2003 0:00:00",9,55,68,0.6475
"250","A02SSH00302","5/12/2003 0:00:00",10,55,71,1.865
"251","A02SSH00302","5/12/2003 0:00:00",11,61,69,2.025
"252","A02SSH00302","5/12/2003 0:00:00",12,55,71,1.955
"253","A02SSH00302","5/12/2003 0:00:00",13,51,72,1.995
"254","A02SSH00302","5/12/2003 0:00:00",14,48,73,2.135
"255","A02SSH00302","5/12/2003 0:00:00",15,50,72,1.255
"256","A02SSH00302","5/12/2003 0:00:00",16,41,69,0.945
"257","A02SSH00302","5/12/2003 0:00:00",17,53,69,0.61
"258","A02SSH00302","5/12/2003 0:00:00",18,75,63,0.515
"259","A02SSH00302","5/12/2003 0:00:00",19,81,61,0.595
"260","A02SSH00302","5/12/2003 0:00:00",20,78,61,0.535
"261","A02SSH00302","5/12/2003 0:00:00",21,78,61,0.39
"262","A02SSH00302","5/12/2003 0:00:00",22,67,62,0.965
"263","A02SSH00302","5/12/2003 0:00:00",23,67,62,0.58
"264","A02SSH00302","5/12/2003 0:00:00",24,87,60,0.54
"265","A02SSH00302","5/13/2003 0:00:00",1,90,59,0.355
"266","A02SSH00302","5/13/2003 0:00:00",2,90,58,0.43
"267","A02SSH00302","5/13/2003 0:00:00",3,87,59,0.42
"268","A02SSH00302","5/13/2003 0:00:00",4,90,58,0.335
"269","A02SSH00302","5/13/2003 0:00:00",5,90,58,0.48
"270","A02SSH00302","5/13/2003 0:00:00",6,90,59,0.255
"271","A02SSH00302","5/13/2003 0:00:00",7,84,60,0.5125
"272","A02SSH00302","5/13/2003 0:00:00",8,75,63,0.34
"273","A02SSH00302","5/13/2003 0:00:00",9,68,66,0.4
"274","A02SSH00302","5/13/2003 0:00:00",10,53,71,2.365
"275","A02SSH00302","5/13/2003 0:00:00",11,57,72,2.2
"276","A02SSH00302","5/13/2003 0:00:00",12,70,67,2.02
"277","A02SSH00302","5/13/2003 0:00:00",13,75,64,2.08
"278","A02SSH00302","5/13/2003 0:00:00",14,78,63,2.185
"279","A02SSH00302","5/13/2003 0:00:00",15,66,68,1.32
"280","A02SSH00302","5/13/2003 0:00:00",16,70,67,0.535
"281","A02SSH00302","5/13/2003 0:00:00",17,81,63,0.4675
"282","A02SSH00302","5/13/2003 0:00:00",18,81,61,0.54
"283","A02SSH00302","5/13/2003 0:00:00",19,87,59,0.41
"284","A02SSH00302","5/13/2003 0:00:00",20,87,59,0.745
"285","A02SSH00302","5/13/2003 0:00:00",21,87,59,0.73
"286","A02SSH00302","5/13/2003 0:00:00",22,90,58,0.535
"287","A02SSH00302","5/13/2003 0:00:00",23,90,58,0.475
"288","A02SSH00302","5/13/2003 0:00:00",24,90,58,0.585
"289","A02SSH00302","5/14/2003 0:00:00",1,93,58,0.275
"290","A02SSH00302","5/14/2003 0:00:00",2,93,58,0.4925
"291","A02SSH00302","5/14/2003 0:00:00",3,93,58,0.23
"292","A02SSH00302","5/14/2003 0:00:00",4,90,59,0.4425
"293","A02SSH00302","5/14/2003 0:00:00",5,93,59,0.245
"294","A02SSH00302","5/14/2003 0:00:00",6,93,58,0.4525
"295","A02SSH00302","5/14/2003 0:00:00",7,93,58,0.295
"296","A02SSH00302","5/14/2003 0:00:00",8,93,58,0.3775
"297","A02SSH00302","5/14/2003 0:00:00",9,93,57,0.375
"298","A02SSH00302","5/14/2003 0:00:00",10,83,57,1.845
"299","A02SSH00302","5/14/2003 0:00:00",11,70,60,2.24
"300","A02SSH00302","5/14/2003 0:00:00",12,63,62,1.96
"301","A02SSH00302","5/14/2003 0:00:00",13,54,65,2.25
"302","A02SSH00302","5/14/2003 0:00:00",14,56,65,2.0775
"303","A02SSH00302","5/14/2003 0:00:00",15,56,64,2.335
"304","A02SSH00302","5/14/2003 0:00:00",16,60,63,1.11
"305","A02SSH00302","5/14/2003 0:00:00",17,60,62,1.48
"306","A02SSH00302","5/14/2003 0:00:00",18,65,60,0.785
"307","A02SSH00302","5/14/2003 0:00:00",19,72,58,0.58
"308","A02SSH00302","5/14/2003 0:00:00",20,72,58,1.335
"309","A02SSH00302","5/14/2003 0:00:00",21,75,57,0.5875
"310","A02SSH00302","5/14/2003 0:00:00",22,78,57,0.745
"311","A02SSH00302","5/14/2003 0:00:00",23,78,57,0.5575
"312","A02SSH00302","5/14/2003 0:00:00",24,80,56,0.66
"313","A02SSH00302","5/15/2003 0:00:00",1,83,55,0.5225
"314","A02SSH00302","5/15/2003 0:00:00",2,90,52,0.29
"315","A02SSH00302","5/15/2003 0:00:00",3,90,53,0.465
"316","A02SSH00302","5/15/2003 0:00:00",4,90,52,0.29
"317","A02SSH00302","5/15/2003 0:00:00",5,90,52,0.43
"318","A02SSH00302","5/15/2003 0:00:00",6,83,55,0.3175
"319","A02SSH00302","5/15/2003 0:00:00",7,70,58,0.4325
"320","A02SSH00302","5/15/2003 0:00:00",8,67,60,0.315
"321","A02SSH00302","5/15/2003 0:00:00",9,65,62,0.3975
"322","A02SSH00302","5/15/2003 0:00:00",10,63,64,1.925
"323","A02SSH00302","5/15/2003 0:00:00",11,61,65,2.015
"324","A02SSH00302","5/15/2003 0:00:00",12,59,66,2.035
"325","A02SSH00302","5/15/2003 0:00:00",13,59,66,2.345
"326","A02SSH00302","5/15/2003 0:00:00",14,59,66,2.415
"327","A02SSH00302","5/15/2003 0:00:00",15,57,68,2.98
"328","A02SSH00302","5/15/2003 0:00:00",16,57,68,1.035
"329","A02SSH00302","5/15/2003 0:00:00",17,61,66,0.385
"330","A02SSH00302","5/15/2003 0:00:00",18,70,63,2.32
"331","A02SSH00302","5/15/2003 0:00:00",19,78,60,1.665
"332","A02SSH00302","5/15/2003 0:00:00",20,81,59,0.885
"333","A02SSH00302","5/15/2003 0:00:00",21,87,58,1.325
"334","A02SSH00302","5/15/2003 0:00:00",22,87,58,0.81
"335","A02SSH00302","5/15/2003 0:00:00",23,90,57,0.61
"336","A02SSH00302","5/15/2003 0:00:00",24,90,57,0.655
"337","A02SSH00302","5/16/2003 0:00:00",1,90,56,0.44
"338","A02SSH00302","5/16/2003 0:00:00",2,90,56,0.3825
"339","A02SSH00302","5/16/2003 0:00:00",3,93,54,0.53
"340","A02SSH00302","5/16/2003 0:00:00",4,93,53,0.4925
"341","A02SSH00302","5/16/2003 0:00:00",5,93,53,0.25
"342","A02SSH00302","5/16/2003 0:00:00",6,87,56,0.485
"343","A02SSH00302","5/16/2003 0:00:00",7,90,57,0.28
"344","A02SSH00302","5/16/2003 0:00:00",8,73,63,0.3975
"345","A02SSH00302","5/16/2003 0:00:00",9,65,66,0.415
"346","A02SSH00302","5/16/2003 0:00:00",10,68,67,1.75
"347","A02SSH00302","5/16/2003 0:00:00",11,68,66,3.395
"348","A02SSH00302","5/16/2003 0:00:00",12,63,68,2.23
"349","A02SSH00302","5/16/2003 0:00:00",13,55,73,2.1175
"350","A02SSH00302","5/16/2003 0:00:00",14,61,70,2.22
"351","A02SSH00302","5/16/2003 0:00:00",15,61,70,2.025
"352","A02SSH00302","5/16/2003 0:00:00",16,70,66,1.1025
"353","A02SSH00302","5/16/2003 0:00:00",17,75,64,0.5725
"354","A02SSH00302","5/16/2003 0:00:00",18,78,63,0.56
"355","A02SSH00302","5/16/2003 0:00:00",19,87,60,0.42
"356","A02SSH00302","5/16/2003 0:00:00",20,90,59,0.6
"357","A02SSH00302","5/16/2003 0:00:00",21,90,58,0.69
"358","A02SSH00302","5/16/2003 0:00:00",22,90,58,0.6175
"359","A02SSH00302","5/16/2003 0:00:00",23,90,58,0.86
"360","A02SSH00302","5/16/2003 0:00:00",24,90,58,0.45
"361","A02SSH00302","5/17/2003 0:00:00",1,90,58,0.565
"362","A02SSH00302","5/17/2003 0:00:00",2,90,58,0.405
"363","A02SSH00302","5/17/2003 0:00:00",3,96,57,0.3175
"364","A02SSH00302","5/17/2003 0:00:00",4,100,56,0.485
"365","A02SSH00302","5/17/2003 0:00:00",5,96,57,0.25
"366","A02SSH00302","5/17/2003 0:00:00",6,90,59,0.45
"367","A02SSH00302","5/17/2003 0:00:00",7,84,60,0.5
"368","A02SSH00302","5/17/2003 0:00:00",8,78,62,0.27
"369","A02SSH00302","5/17/2003 0:00:00",9,75,63,0.435
"370","A02SSH00302","5/17/2003 0:00:00",10,75,65,1.82
"371","A02SSH00302","5/17/2003 0:00:00",11,70,67,2.0925
"372","A02SSH00302","5/17/2003 0:00:00",12,68,67,2.11
"373","A02SSH00302","5/17/2003 0:00:00",13,68,66,1.88
"374","A02SSH00302","5/17/2003 0:00:00",14,61,68,2.255
"375","A02SSH00302","5/17/2003 0:00:00",15,63,67,1.555
"376","A02SSH00302","5/17/2003 0:00:00",16,68,65,0.395
"377","A02SSH00302","5/17/2003 0:00:00",17,68,65,0.565
"378","A02SSH00302","5/17/2003 0:00:00",18,75,63,0.4525
"379","A02SSH00302","5/17/2003 0:00:00",19,84,60,0.665
"380","A02SSH00302","5/17/2003 0:00:00",20,84,60,0.56
"381","A02SSH00302","5/17/2003 0:00:00",21,78,61,0.64
"382","A02SSH00302","5/17/2003 0:00:00",22,81,60,0.99
"383","A02SSH00302","5/17/2003 0:00:00",23,81,60,0.57
"384","A02SSH00302","5/17/2003 0:00:00",24,81,60,0.715
"385","A02SSH00302","5/18/2003 0:00:00",1,81,60,0.44
"386","A02SSH00302","5/18/2003 0:00:00",2,81,60,0.605
"387","A02SSH00302","5/18/2003 0:00:00",3,81,60,0.5275
"388","A02SSH00302","5/18/2003 0:00:00",4,81,60,0.23
"389","A02SSH00302","5/18/2003 0:00:00",5,81,60,0.4875
"390","A02SSH00302","5/18/2003 0:00:00",6,81,60,0.3
"391","A02SSH00302","5/18/2003 0:00:00",7,81,60,0.3625
"392","A02SSH00302","5/18/2003 0:00:00",8,75,61,0.5125
"393","A02SSH00302","5/18/2003 0:00:00",9,70,64,0.4875
"394","A02SSH00302","5/18/2003 0:00:00",10,68,65,1.7175
"395","A02SSH00302","5/18/2003 0:00:00",11,65,66,2.61
"396","A02SSH00302","5/18/2003 0:00:00",12,59,68,2.265
"397","A02SSH00302","5/18/2003 0:00:00",13,59,67,1.93
"398","A02SSH00302","5/18/2003 0:00:00",14,57,68,2.08
"399","A02SSH00302","5/18/2003 0:00:00",15,59,66,1.445
"400","A02SSH00302","5/18/2003 0:00:00",16,65,65,0.665
"401","A02SSH00302","5/18/2003 0:00:00",17,68,64,0.575
"402","A02SSH00302","5/18/2003 0:00:00",18,78,61,1.06
"403","A02SSH00302","5/18/2003 0:00:00",19,78,60,1.91
"404","A02SSH00302","5/18/2003 0:00:00",20,81,59,0.645
"405","A02SSH00302","5/18/2003 0:00:00",21,81,59,0.77
"406","A02SSH00302","5/18/2003 0:00:00",22,84,58,0.63
"407","A02SSH00302","5/18/2003 0:00:00",23,87,58,0.65
"408","A02SSH00302","5/18/2003 0:00:00",24,87,56,0.305
